timestamp_ms,ecg_u8_raw,ecg_counts_raw_int,ecg_counts_filt_monitor,ecg_counts_filt_diagnostic,ecg_counts_filt_st
1769250031496,149,21,22.461594928629587,17.40010859112216,18.51611684981112
1769250031500,130,2,3.9448877659858734,-1.5890040519973203,0.0518069565738645
1769250031504,115,-13,-11.610786240586254,-16.515820612809055,-15.465615582059446
1769250031508,107,-21,-20.35676615924459,-24.82002168118123,-24.20388421388529
1769250031512,106,-22,-22.088027803206664,-25.545269281981653,-25.95599566977696
1769250031516,110,-18,-19.35203477490475,-21.81869038608758,-23.250708247740604
1769250031520,113,-15,-15.345991198344391,-18.39345674562402,-19.262597284320087
1769250031524,115,-13,-12.148941882856937,-16.678174767133907,-16.057631271968084
1769250031528,116,-12,-10.25419265736576,-15.620463877803756,-14.13227017601999
1769250031532,118,-10,-9.228872964079711,-13.582795452945376,-13.070300153653276
1769250031536,120,-8,-8.589355854414318,-11.761092186678988,-12.406858719478905
1769250031540,120,-8,-8.162507406715989,-11.361808055064357,-11.976213846581162
1769250031544,120,-8,-7.925195397502861,-11.713986921779515,-11.746677543342956
1769250031548,119,-9,-7.775833384050239,-12.467197710473856,-11.601199884748144
1769250031552,120,-8,-7.542905743796054,-11.660791639795812,-11.360001763676676
1769250031556,121,-7,-7.136189722333127,-10.580753736513977,-10.937209956091728
1769250031560,121,-7,-6.604001003527108,-10.508234661855708,-10.390919610115828
1769250031564,122,-6,-6.042007169908405,-9.515726099763368,-9.821475260031718
1769250031568,122,-6,-5.492066542411779,-9.581061021864954,-9.267350625522608
1769250031572,122,-6,-4.943832848461502,-9.491038111345052,-8.712583378578202
1769250031576,124,-4,-4.395650751335147,-7.622583477250927,-8.154307748335741
1769250031580,124,-4,-3.868724349436096,-7.460999933715254,-7.617047921449772
1769250031584,124,-4,-3.364133082069726,-7.474588657447932,-7.104685652255042
1769250031588,125,-3,-2.8467872502553693,-6.567317228906026,-6.581243956613035
1769250031592,125,-3,-2.2938396508802006,-6.4264542456113,-6.021283056161162
1769250031596,126,-2,-1.737547175674502,-5.595443375565866,-5.4562958913614965
1769250031600,127,-1,-1.2272259611633771,-4.441969676959131,-4.937049919754218
1769250031604,127,-1,-0.7441396439003188,-4.421338959695154,-4.445883049565713
1769250031608,127,-1,-0.1807810523811943,-4.577225160268031,-3.8746420168010287
1769250031612,128,0,0.5724159100973414,-3.3089323498871175,-3.1131630780349475
1769250031616,130,2,1.5228142880694224,-1.6719032199004724,-2.1549814765902635
1769250031620,130,2,2.560491006326809,-1.2610483597973972,-1.1108366633847964
1769250031624,131,3,3.5296751496075043,-0.5726925383323009,-0.1355484823445729
1769250031628,132,4,4.313273134040015,0.6570241084097077,0.6552320619224514
1769250031632,133,5,4.886140136234197,1.5082042940394242,1.2364040935914384
1769250031636,133,5,5.323763104965464,1.601093976061652,1.6826186226601665
1769250031640,133,5,5.753075806936888,1.532254637199583,2.120369328138446
1769250031644,134,6,6.266842942698542,2.6920326221407116,2.642043675451799
1769250031648,135,7,6.872269858656479,3.461434255010703,3.2540805259044143
1769250031652,135,7,7.515211411078475,3.752644466159147,3.9023666239597863
1769250031656,136,8,8.13709336892271,4.480098054742981,4.530011329807403
1769250031660,136,8,8.70219248057083,4.665039494627671,5.102932366741218
1769250031664,137,9,9.193822090340523,5.676145831451198,5.603787631470558
1769250031668,138,10,9.612210241773818,6.46897491258679,6.030500823950833
1769250031672,137,9,9.968317701766146,5.892219634909896,6.392947136760427
1769250031676,138,10,10.24343799585593,6.35170948405862,6.673609265474572
1769250031680,138,10,10.338159615233335,6.922467722425831,6.774579968752505
1769250031684,138,10,10.08368720068986,6.417503304719835,6.527018194943212
1769250031688,137,9,9.33721676178121,5.8178026365156805,5.787110904477206
1769250031692,136,8,8.086110140715704,4.635065582377564,4.542001323457031
1769250031696,134,6,6.466529941428732,2.6230403215233515,2.9288877919236698
1769250031700,132,4,4.684255751201022,0.8120705878815402,1.1543937027208817
1769250031704,131,3,2.9190816219535822,-0.5420103033761339,-0.6025307101088755
1769250031708,129,1,1.297789915137764,-2.019011530893198,-2.2168927215396272
1769250031712,128,0,-0.0719434939086975,-3.5710031610340236,-3.581390807523758
1769250031716,126,-2,-1.0889266674959572,-4.992317790657317,-4.593155874380509
1769250031720,126,-2,-1.7058377265636635,-5.589019338552133,-5.20343221717735
1769250031724,126,-2,-1.9764418380204365,-5.055482485134326,-5.466770344622283
1769250031728,126,-2,-2.032992413449305,-5.420404450787914,-5.51721220348467
1769250031732,125,-3,-2.0127183522778065,-6.139398401611777,-5.492350387060215
1769250031736,126,-2,-2.003114181270147,-5.272018033364937,-5.478309312758397
